         73065575 function calls (72108445 primitive calls) in 193.787 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       14    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/codegen.py:620(enable_object_caching)
        8    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numpy/core/numeric.py:1855(isscalar)
       10    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/controlflow.py:703(<lambda>)
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/cbook.py:2056(__init__)
       14    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axis.py:535(__init__)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/datamodel/models.py:363(__init__)
       43    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numpy/core/fromnumeric.py:3265(_round_dispatcher)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/mathdecl.py:105(Math_pow)
        4    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/arrayobj.py:3614(_loop_break)
       34    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axis.py:385(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/backends/backend_macosx.py:21(FigureCanvasMac)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:1447(__init__)
        4    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/mpl_toolkits/mplot3d/axes3d.py:468(<genexpr>)
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/_pylab_helpers.py:100(get_active)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/mathdecl.py:89(Math_predicate)
       39    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:234(__init__)
       34    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axis.py:372(<dictcomp>)
       34    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axis.py:390(<dictcomp>)
       11    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numpy/core/numeric.py:1216(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/pyplot.py:1047(close)
       30    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/markers.py:303(get_marker)
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/figure.py:228(<lambda>)
        6    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/cycler/__init__.py:334(__len__)
       32    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/dispatcher.py:381(is_compiling)
       10    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:162(__getitem__)
       10    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/interpreter.py:1726(get_closure_value)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/patches.py:3919(set_mutation_scale)
        4    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/cgutils.py:196(__len__)
       28    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/cgutils.py:202(_getpointer)
       28    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/byteflow.py:1603(peek)
        2    0.000    0.000    0.000    0.000 {built-in method contourpy._contourpy.supports_line_type}
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:965(_find_data_repr_)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/instructions.py:788(descr)
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/figure.py:105(current)
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/extending.py:24(type_callable)
       30    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/lines.py:609(get_markevery)
        4    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.generic' objects}
        4    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/collections.py:758(_get_default_facecolor)
       12    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/text.py:427(<listcomp>)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/weakref.py:495(popitem)
       20    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numpy/core/fromnumeric.py:1232(_argmin_dispatcher)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/numpy_support.py:204(map_arrayscalar_type)
        8    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/ir.py:725(__str__)
        2    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/artist.py:1020(_set_alpha_for_array)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/cpython/listobj.py:148(ListInstance)
       14    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/funcdesc.py:126(llvm_cfunc_wrapper_name)
       10    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:231(__next)
       12    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/types/npytypes.py:331(<genexpr>)
       30    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/lines.py:896(get_drawstyle)
       30    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/markers.py:383(get_snap_threshold)
       16    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/arraydecl.py:309(resolve_size)
       30    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/cpython/slicing.py:172(get_arg_value)
        4    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numpy/fft/_pocketfft.py:78(_get_forward_norm)
       10    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/importlib/metadata/_collections.py:23(freeze)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/linalg.py:115(_LAPACK)
        2    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:955(x0)
        4    0.000    0.000    0.000    0.000 {built-in method contourpy._contourpy.supports_corner_mask}
        5    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/collections.py:562(get_offsets)
        6    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/backend_bases.py:1181(single_shot)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/astropy/io/fits/util.py:793(_get_array_mmap)
        2    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/astropy/io/fits/file.py:500(_try_read_compressed)
       45    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/functools.py:724(<listcomp>)
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/gridspec.py:551(__init__)
        8    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axis.py:855(_set_autoscale_on)
       25    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/cpython/listobj.py:158(dtype)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1494(__mro_entries__)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:2527(overload)
       30    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/markers.py:345(get_path)
        7    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/imputils.py:20(__init__)
       29    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/cpython/mathimpl.py:108(_unary_int_input_wrapper_impl)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:150(dirname)
       20    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/funcdesc.py:108(llvm_func_name)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:1720(getEffectiveLevel)
        2    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:960(y0)
        2    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/astropy/io/fits/util.py:451(_fileobj_normalize_mode)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/pyplot.py:366(backend_mod)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:1174(native_id)
       33    0.000    0.000    0.000    0.000 {built-in method _operator.index}
       20    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axis.py:706(isDefault_majloc)
       18    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       28    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/datamodel/models.py:450(get_data_type)
       30    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/markers.py:364(get_alt_path)
       27    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/backend_bases.py:1895(device_pixel_ratio)
       93    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        6    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/offsetbox.py:52(<lambda>)
        2    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/analysis.py:597(rewrite_statement)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/cmathdecl.py:30(<listcomp>)
        2    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/backend_bases.py:1744(_fix_ipython_backend2gui)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/typed/typeddict.py:82(Dict)
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:292(p1)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/astropy/io/fits/convenience.py:1154(_get_file_mode)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/importlib/metadata/__init__.py:480(_all)
       20    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axis.py:714(isDefault_majfmt)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:287(_deduplicate)
       14    0.000    0.000    0.000    0.000 {method 'from_address' of '_ctypes.PyCArrayType' objects}
       24    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/backends/backend_macosx.py:127(<genexpr>)
       16    0.000    0.000    0.000    0.000 {built-in method numpy.promote_types}
        3    0.000    0.000    0.000    0.000 {built-in method time.time}
       10    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/ticker.py:452(set_useOffset)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/mpl_toolkits/mplot3d/proj3d.py:145(_persp_transformation)
       15    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/datamodel/registry.py:5(register)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/typed/listobject.py:1446(ListIterInstance)
        6    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/npyfuncs.py:41(<genexpr>)
       20    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/types/common.py:32(yield_type)
       24    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numpy/core/fromnumeric.py:2317(_any_dispatcher)
        6    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/figure.py:2904(set_canvas)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_compiler.py:434(_get_literal_prefix)
        6    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/artist.py:1108(get_zorder)
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/collections.py:1479(_get_default_linewidth)
       12    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/types/containers.py:223(types)
        8    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/colors.py:348(<genexpr>)
       18    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/imputils.py:108(lower_constant)
        6    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/imputils.py:60(lower_getattr_generic)
        6    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/figure.py:156(update)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:381(__subclasshook__)
        5    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:237(_releaseLock)
       19    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/templates.py:1182(bound_function)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:776(_findclass)
