         73065575 function calls (72108445 primitive calls) in 193.787 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       28    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/base.py:518(get_constant_undef)
       69    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/compiler.py:301(compile_result)
      276    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/controlflow.py:79(_non_empty_items)
      442    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/setdecl.py:79(generic)
        8    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numpy/ma/core.py:1424(getmaskarray)
      848    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/lines.py:1041(set_antialiased)
      571    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/sigutils.py:43(check_type)
       46    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/dispatcher.py:244(__init__)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/experimental/function_type.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/arrayobj.py:4269(safecast_intp)
      577    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/binding/module.py:215(__init__)
       14    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/pythonapi.py:869(gil_release)
     5768    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numpy/core/fromnumeric.py:3172(_ndim_dispatcher)
       25    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/templates.py:1205(generic)
     2492    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/ufunc_db.py:18(_lazy_init_db)
     1796    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:292(isclass)
       12    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/backend_bases.py:1946(get_width_height)
      283    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/imputils.py:173(fix_returning_optional)
     1498    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/values.py:615(__hash__)
      848    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/lines.py:1100(set_gapcolor)
       25    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/cgutils.py:805(is_scalar_zero)
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/mpl_toolkits/mplot3d/art3d.py:389(do_3d_projection)
     5802    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numpy/core/fromnumeric.py:1877(_nonzero_dispatcher)
        7    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/templates.py:517(_validate_sigs)
      231    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typeinfer.py:1484(typeof_arg)
      545    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/types/abstract.py:433(_literal_init)
       28    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:327(max)
       48    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/ufunc/array_exprs.py:415(<listcomp>)
       14    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/pythonapi.py:1141(string_from_string)
       62    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/cgutils.py:440(terminate)
     4365    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/cpython/tupleobj.py:1(<module>)
     7250    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/copy.py:182(_deepcopy_atomic)
        6    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/patches.py:694(__init__)
     2865    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/cbook.py:912(<listcomp>)
       76    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:169(__enter__)
      556    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/cgutils.py:228(_get_be_type)
        5    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/boxing.py:74(unbox_float)
     1268    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/types/abstract.py:28(_on_type_disposal)
       54    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/cloudpickle/cloudpickle.py:247(_should_pickle_by_reference)
      783    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/ir.py:1014(__repr__)
     5760    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numpy/core/fromnumeric.py:584(_transpose_dispatcher)
     1316    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/values.py:606(__eq__)
     1286    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axes/_base.py:866(<dictcomp>)
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axes/_base.py:3041(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/arrayobj.py:301(getiter_array)
       82    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/npyimpl.py:443(_ufunc_db_function)
        6    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/colors.py:567(_create_lookup_table)
       24    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/legend.py:1186(<genexpr>)
       31    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/collections.py:799(_set_edgecolor)
       88    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/instructions.py:570(__init__)
       14    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/pythonapi.py:330(err_write_unraisable)
      220    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/font_manager.py:736(set_style)
       16    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/cbook.py:539(_get_data_path)
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/collections.py:1398(__init__)
     3411    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/templates.py:54(recvr)
      216    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/ticker.py:245(fix_minus)
       25    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/cgutils.py:794(_scalar_pred_against_zero)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/runtime/nrtdynmod.py:165(_define_nrt_unresolved_abort)
     1240    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/cpu_options.py:131(__init__)
      467    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/arrayobj.py:74(ArrayStruct)
      578    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/__init__.py:1297(_val_or_rc)
       69    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/analysis.py:702(must_use_alloca)
      137    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:2668(__init__)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/arrayobj.py:4255(codegen)
       70    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/targetconfig.py:215(inherit_if_not_set)
     1158    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/itanium_mangler.py:84(_fix_lead_digit)
        4    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axis.py:2536(_init)
       24    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:569(count_contains)
     1938    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axis.py:851(_get_autoscale_on)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/runtime/context.py:45(wrap)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/arraydecl.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/importlib/metadata/__init__.py:798(children)
      486    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.is_sorted_and_has_non_nan}
        6    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/cpu.py:120(get_env_body)
     4130    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/values.py:949(module)
       10    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/cpython/slicing.py:159(<listcomp>)
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numpy/lib/nanfunctions.py:236(nanmin)
       55    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typeinfer.py:1030(seed_return)
      356    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/ssa.py:436(_stmt_index)
      785    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1103(_sanity_check)
      519    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/types/scalars.py:32(__init__)
      400    0.000    0.000    0.000    0.000 <frozen posixpath>:60(isabs)
     2994    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dis.py:183(_deoptop)
       44    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/patches.py:340(_set_facecolor)
       87    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
     4613    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/path.py:254(should_simplify)
     1263    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/cbook.py:1851(_str_equal)
       18    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       12    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/ticker.py:1974(__init__)
     3382    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/values.py:1160(is_terminated)
     2098    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/astropy/io/fits/header.py:2090(fromfile)
     5152    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
      298    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/target_extension.py:70(resolve_target_str)
     3318    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/byteflow.py:1499(get_identity)
       35    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/cgutils.py:450(is_null)
     4365    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
     1725    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/controlflow.py:133(set_entry_point)
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/gridspec.py:658(get_position)
     1284    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axes/_base.py:322(<genexpr>)
      750    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:252(y0)
        2    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/cpython/numbers.py:892(real_sign_impl)
       92    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/astropy/config/configuration.py:522(get_config)
       33    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/backend_bases.py:1580(_mouse_handler)
     2271    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/utils.py:433(__getitem__)
       47    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/markers.py:785(_set_tickdown)
     4613    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/path.py:242(simplify_threshold)
        4    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/templates.py:402(apply)
      220    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/font_manager.py:749(set_variant)
       69    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/ssa.py:155(<setcomp>)
      552    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/compiler_machinery.py:149(add_required)
       28    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/binding/dylib.py:15(add_symbol)
       29    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/cpython/numbers.py:1295(integer_to_float)
       92    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
      650    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
      538    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/text.py:1192(set_x)
  107/106    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/types.py:506(structure_repr)
   154/82    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/ir_utils.py:2185(resolve_mod)
      212    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numpy/__init__.py:290(__getattr__)
      276    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/untyped_passes.py:201(get_analysis_usage)
       14    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/cm.py:517(set_array)
       12    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/ticker.py:2036(set_params)
     1924    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numpy/core/fromnumeric.py:1980(shape)
     1674    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/instructions.py:712(<listcomp>)
      848    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/lines.py:550(set_markevery)
      121    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/values.py:665(__init__)
     1400    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/datamodel/packer.py:140(_flatten)
      593    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/types/functions.py:375(key)
     1150    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/datamodel/models.py:499(<listcomp>)
     3172    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/instructions.py:111(callee)
       26    0.000    0.000    0.000    0.000 <frozen _collections_abc>:771(get)
      187    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/text.py:1214(set_rotation)
      158    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/byteflow.py:489(op_STORE_FAST)
      140    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/binding/ffi.py:387(__hash__)
     2352    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/lowering.py:767(<genexpr>)
       40    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/patches.py:347(set_facecolor)
     1948    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
      955    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/types.py:170(__init__)
       91    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/values.py:601(_get_reference)
      237    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/values.py:519(__init__)
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numpy/lib/nanfunctions.py:369(nanmax)
     4540    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:1809(get_affine)
     2034    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/types/misc.py:97(key)
     2486    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/npydecl.py:61(<genexpr>)
     1001    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/imputils.py:37(decorate)
       10    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/ticker.py:2860(__init__)
        2    0.000    0.000    0.000    0.000 {astropy.io.fits._utils.parse_header}
        2    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/contour.py:1215(_process_contour_level_args)
       20    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/mpl_toolkits/mplot3d/axes3d.py:1411(_get_w_centers_ranges)
        8    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/cgutils.py:530(for_range_slice)
      399    0.000    0.000    0.000    0.000 <frozen posixpath>:389(normpath)
     2222    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/compiler.py:383(__setattr__)
       69    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typeinfer.py:1325(_unify_return_types)
       16    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/builtins.py:106(generic)
    45/10    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/functools.py:687(_c3_mro)
       30    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:2759(get_transformed_points_and_affine)
        2    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/legend.py:1175(<listcomp>)
     1596    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
     2375    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numpy/core/multiarray.py:1080(copyto)
       18    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/ticker.py:708(_compute_offset)
    20/19    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/consts.py:89(_infer_call)
      276    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/compiler_machinery.py:227(_debug_init)
       18    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/typeof.py:240(_typeof_ndarray)
        2    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/offsetbox.py:683(draw)
       38    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/patches.py:114(_process_radius)
        2    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/legend_handler.py:86(update_prop)
      260    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/inline_closurecall.py:184(_inline_stencil)
     2700    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/ir.py:269(get)
      479    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:128(<listcomp>)
     2869    0.000    0.000    0.000    0.000 {method 'with_traceback' of 'BaseException' objects}
       73    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/artist.py:1001(set_alpha)
      100    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/importlib/metadata/__init__.py:877(normalize)
        2    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/astropy/io/fits/hdu/base.py:919(__init__)
       42    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/arraydecl.py:742(sum_expand)
     1153    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/analysis.py:607(rewrite_array_ndim)
        6    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/pythonapi.py:1335(return_none)
     3066    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numpy/core/fromnumeric.py:2416(_all_dispatcher)
      119    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/types/functions.py:524(__init__)
     2520    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/ir_utils.py:1535(require)
     2491    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/numpy_support.py:378(<listcomp>)
       71    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/pathlib.py:530(_make_child)
       69    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/context.py:94(match)
      199    0.000    0.000    0.000    0.000 <frozen genericpath>:69(commonprefix)
        2    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/astropy/io/fits/hdu/base.py:152(__init__)
     2486    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/npydecl.py:117(<genexpr>)
       75    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/_api/__init__.py:245(method)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/random/random_methods.py:1(<module>)
